business_name,phone,email,website,address,city,state,category,source,date_found,priority,contacted,notes
"Palm City Handyman, The Repair Guy",(772) 279-4277,therepairguyjake@gmail.com,https://therepairguyservices.com/,,Palm City,FL,property_manager,websearch,2026-02-12,High,No,"Free Estimates. 5 Star Rated. Licensed & Insured. The Repair Guy is the #1 Palm City Handyman Servic | Alt emails: truegritlawnandhandyworks@gmail.com, tchomecarerepair@gmail.com"
"Palm City, FL Commercial Maintenance Services",,info@brightview.com,https://www.brightview.com/local/palm-city-fl/landscape-maintenance,,Palm City,FL,property_manager,websearch,2026-02-12,High,No,"BrightView Landscape is Palm City, FL's premier commercial Maintenance service company. Offering a v | Email: SMTP verified at brightview.com"
"Epoxy Garage Floor Contractor in Boca Raton, Fl",,info@americasindustrialcoatings.com,https://americasindustrialcoatings.com/epoxy-garage-floor-contractor-in-boca-raton-fl/,,Boca Raton,FL,esh_scout,zai_search,2026-02-12,Low,No,Email: SMTP verified at americasindustrialcoatings.com
New & Used Cars For Sale | Wallace Auto Group | Stuart & Ft. Pierce,,info@wallaceautogroup.com,https://www.wallaceautogroup.com/?srsltid=AfmBOooTdbEOPEFPmiyYJTx5A31hYr56nvcv2E0w_kosvHumXc70FN0v,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallaceautogroup.com
"Palm Tree Auto Sales: Used Car Dealer in Stuart, Florida",(772) 288-2099,,https://www.palmtreecars.com/?srsltid=AfmBOoqg3_E56Mxpm4cDlyXFhyW8DTP3BKLoILfVl3UzDuzQTo8iMj8u,,Stuart,FL,auto,zai_search,2026-02-12,High,No,
"Wallace Chrysler, Jeep, Dodge, Ram & Wagoneer Dealership In ...",,info@wallacecjd.com,https://www.wallacecjd.com/?srsltid=AfmBOootO94yU7x0tpqlTYQiAYVZVd3Qax0-G3ushNhxhYx_Cy5F77QP,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallacecjd.com
"Car Team USA: Used Car Dealer in Stuart, FL",,info@carteamusa.com,https://www.carteamusa.com/,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: generic guess (carteamusa.com)
"SPF Epoxy: Epoxy Flooring Palm Beach & St. Lucie County, FL",,sales@spfepoxy.com,https://spfepoxy.com/,,Palm City,FL,epoxy,zai_search,2026-02-12,High,No,Email: SMTP verified at spfepoxy.com
Collision Body Shop | Wallace Auto Group In Stuart,,info@wallaceautogroup.com,https://www.wallaceautogroup.com/collision-repair-center.html?srsltid=AfmBOorPv9KTs6Vp4pssMpaiccnifR7Du69rCZ7VbtAhp7BExWuyhtJX,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallaceautogroup.com
"Kia Collision Body Shop In Stuart, FL - Wallace Kia",,info@wallacekiaofstuart.com,https://www.wallacekiaofstuart.com/wallace-collision-center-stuart-fl.html?srsltid=AfmBOorgH4-JuQjYRA2dmGe_bKOPP_lSSbm2ZdS4WPLGPTpx8jCcoOx_,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallacekiaofstuart.com
Property Management: Palm Beach Gardens - FirstService Residential,,info@fsresidential.com,https://www.fsresidential.com/florida/offices/palm-beach-gardens-property-management/,,Palm City,FL,property_mgmt,zai_search,2026-02-12,High,No,Email: SMTP verified at fsresidential.com
"Investment Property for Sale in Port St. Lucie, FL - Mashvisor",,info@mashvisor.com,https://www.mashvisor.com/locations/florida/port-st.-lucie-investment-property-for-sale/c,,Stuart,FL,real_estate,zai_search,2026-02-12,High,No,Email: SMTP verified at mashvisor.com
"Mobile Car Detailing in Stuart, FL | AIRLITE",,info@airliteautodetailing.com,https://airliteautodetailing.com/pages/mobile-car-detailing-stuart-fl?srsltid=AfmBOopUmwl8rYlcJxnNF3QxZ0L6AVanhNApFGTYXnZSAtX2qeYJGdi1,,Stuart,FL,detailing,zai_search,2026-02-12,High,No,Email: generic guess (airliteautodetailing.com)
Car Detailing in Stuart FL | Mobile Car Detailing - National Detail Pros,,info@nationaldetailpros.com,https://nationaldetailpros.com/florida/stuart?srsltid=AfmBOooTrfI_VFq2CJiGOKnACAONpzQDmlPaxV60A5F7Y7yPHtEKxyDs,,Stuart,FL,detailing,zai_search,2026-02-12,High,No,Email: generic guess (nationaldetailpros.com)
Kitchen Remodeling Services In Jensen Beach - Coastal Flooring,,info@coastalflooring.net,https://coastalflooring.net/kitchen-remodeling-services-in-jensen-beach/,,Jensen Beach,FL,kitchen,zai_search,2026-02-12,High,No,Email: generic guess (coastalflooring.net)
Jensen Beach Home Renovations | Licensed & Insured,,info@homeandbeyondfl.com,https://www.homeandbeyondfl.com/jensen-beach,,Jensen Beach,FL,kitchen,zai_search,2026-02-12,High,No,Email: SMTP verified at homeandbeyondfl.com
"Wallace Chevrolet - Chevrolet Dealership In Stuart, FL",,info@wallacechevrolet.com,https://www.wallacechevrolet.com/?srsltid=AfmBOorPDrsmS5JwPvrM6BOwLLC7xyUiLVu8h5rQog3F1SHxNC9VKNov,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: generic guess (wallacechevrolet.com)
New & Used Cars For Sale | Wallace Auto Group | Stuart & Ft. Pierce,,info@wallaceautogroup.com,https://www.wallaceautogroup.com/?srsltid=AfmBOoqtEBJFoy9efNLFPZtJEdisVdziQQp655rjiPzH5w-CyURyCcpE,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallaceautogroup.com
"Wallace Chrysler, Jeep, Dodge, Ram & Wagoneer Dealership In ...",,info@wallacecjd.com,https://www.wallacecjd.com/?srsltid=AfmBOorcLAv-lq-f4uVz-PnDXJlKe91SgkYBacNASHYvT6DWvzIp2COp,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: generic guess (wallacecjd.com)
Collision Body Shop | Wallace Auto Group In Stuart,,info@wallaceautogroup.com,https://www.wallaceautogroup.com/collision-repair-center.html?srsltid=AfmBOoowxUEvYHf0ybcrH6Jaif9eKHwS1STSIzamrOIDgIEO70MPmO6W,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallaceautogroup.com
"Kia Collision Body Shop In Stuart, FL - Wallace Kia",,info@wallacekiaofstuart.com,https://www.wallacekiaofstuart.com/wallace-collision-center-stuart-fl.html?srsltid=AfmBOopWSxFvNz_59XQZFzKjtznZm9SLLWGKG-BrRQqlVaEfuV6dyz8Y,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallacekiaofstuart.com
Bathroom Remodeling in Stuart FL - Home & Beyond Services,,info@homeandbeyondfl.com,https://www.homeandbeyondfl.com/bathrooms,,Stuart,FL,bathroom,zai_search,2026-02-12,High,No,Email: SMTP verified at homeandbeyondfl.com
"Bathroom Remodeling Contractor | Stuart, FL | Bobby & Brothers ...",(772) 453-0909,,https://www.bobbyandbrothershandyman.com/contact/bathroom-remodeling-contractor-service-area/stuart-fl,,Stuart,FL,bathroom,zai_search,2026-02-12,High,No,
Stuart Bathroom Contractors - DreamMaker Bath & Kitchen,(561) 459-1004,info@dreammaker-stuart.com,https://www.dreammaker-remodel.com/seflorida/stuart-bathroom-contractors/,,Stuart,FL,bathroom,zai_search,2026-02-12,High,No,Alt emails: jen@dreammaker-stuart.com
"Bathroom Remodelers​ Stuart, FL | Adamo Painting",(862) 344-4286,davidadamo779@gmail.com,https://www.adamopainting.com/services/bathroom-remodelers/,,Stuart,FL,bathroom,zai_search,2026-02-12,High,No,
New & Used Cars For Sale | Wallace Auto Group | Stuart & Ft. Pierce,,info@wallaceautogroup.com,https://www.wallaceautogroup.com/?srsltid=AfmBOorIvnN0b6WNWimsx3SiPGqpgOAEvC6D93gjgeF_5euDJlmgTjvj,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallaceautogroup.com
"Wallace Chevrolet - Chevrolet Dealership In Stuart, FL",,info@wallacechevrolet.com,https://www.wallacechevrolet.com/?srsltid=AfmBOoqyM_opvLRdmOproUXCU-jS-CsKLnXCsXALDh2G6I3IAbWhfe5k,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: generic guess (wallacechevrolet.com)
"Palm Tree Auto Sales: Used Car Dealer in Stuart, Florida",(772) 288-2099,,https://www.palmtreecars.com/?srsltid=AfmBOopfWNLp2QYvvA0GYnIlSTu5TFazAJyIGrTxPfdB1xnQ_2EX_js9,,Stuart,FL,auto,zai_search,2026-02-12,High,No,
"Professional Remodeling Contractor In Scottsdale, AZ | CabinetIQ",,info@cabinetiq.com,https://cabinetiq.com/scottsdale/kitchen-remodeling/,,Scottsdale,AZ,esh_scout,zai_search,2026-02-12,Low,No,Email: SMTP verified at cabinetiq.com
"20 Best Kitchen Remodeling Contractors in FL (2026), Naples 34102",,contact@homeyou.com,https://www.homeyou.com/directory/kitchen-remodeling/florida/naples,,Naples,FL,esh_scout,zai_search,2026-02-12,Low,No,Email: SMTP verified at homeyou.com
Collision Body Shop | Wallace Auto Group In Stuart,,info@wallaceautogroup.com,https://www.wallaceautogroup.com/collision-repair-center.html?srsltid=AfmBOopgQ-EH6z_jHVtSMX1MOIow7mW_ohTJN_kgRmDcS7eVVTea8xFk,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallaceautogroup.com
"Kia Collision Body Shop In Stuart, FL - Wallace Kia",,info@wallacekiaofstuart.com,https://www.wallacekiaofstuart.com/wallace-collision-center-stuart-fl.html?srsltid=AfmBOoqSI5Rtmq3VHxRPt8JBCa05H4xpmAfVZs14xxu9Y750HyhAm-Sj,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallacekiaofstuart.com
"Mobile Car Detailing in Stuart, FL | AIRLITE",,info@airliteautodetailing.com,https://airliteautodetailing.com/pages/mobile-car-detailing-stuart-fl?srsltid=AfmBOoqA6IclquJ38eH-L9ydrSa7oVKmIBsiN5r6B2v00dn7dAqBhMUY,,Stuart,FL,detailing,zai_search,2026-02-12,High,No,Email: generic guess (airliteautodetailing.com)
Expert Construction Project Management Firm Stuart FL,,info@jkellyadvisors.com,https://www.jkellyadvisors.com/construction-project-management-firm-stuart-fl/,,Stuart,FL,construction,zai_search,2026-02-12,High,No,Email: generic guess (jkellyadvisors.com)
"Find Small Business (SBE) Contractors in Stuart, FL - Procore",,info@procore.com,https://www.procore.com/network/us/fl/stuart/sbe,,Stuart,FL,construction,zai_search,2026-02-12,High,No,Email: generic guess (procore.com)
NAI Southcoast | Commercial Real Estate Services,,info@naisouthcoast.com,https://www.naisouthcoast.com/,,Stuart,FL,property_mgmt,zai_search,2026-02-12,High,No,Email: SMTP verified at naisouthcoast.com
Mobile Car Detailing in West Palm Beach,,info@m4autodetail.com,https://m4autodetail.com/mobile-car-detailing-west-palm-beach/,,West Palm Beach,FL,esh_scout,zai_search,2026-02-12,Low,No,Email: generic guess (m4autodetail.com)
New & Used Cars For Sale | Wallace Auto Group | Stuart & Ft. Pierce,,info@wallaceautogroup.com,https://www.wallaceautogroup.com/?srsltid=AfmBOoqEyGJB3mgXZDjhH5-lLfV_qcQFTInOnE3FVxWfVeMn8cIv_Tri,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallaceautogroup.com
Coastal Management Professionals: Trusted Property Management ...,561-310-9672,zachary@coastalrepros.com,https://coastalmgmtpros.com/,,Palm City,FL,property_mgmt,zai_search,2026-02-12,High,No,"Alt emails: anthony@coastalrepros.com, mirtha@tropicalhometitle.com"
Kitchen Contractor Austin | Luxe Kitchen & Bathrooms,,info@luxekitchenbath.com,https://www.luxekitchenbath.com/kitchen-remodeling/kitchen-contractor/,,Austin,TX,esh_scout,zai_search,2026-02-12,Low,No,Email: SMTP verified at luxekitchenbath.com
Collision Body Shop | Wallace Auto Group In Stuart,,info@wallaceautogroup.com,https://www.wallaceautogroup.com/collision-repair-center.html?srsltid=AfmBOoraaaonZa8R1iXcHsuihwiYfx0Cg9ozKyHKuGXoi32KtpiK3uby,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallaceautogroup.com
"Kia Collision Body Shop In Stuart, FL - Wallace Kia",,info@wallacekiaofstuart.com,https://www.wallacekiaofstuart.com/wallace-collision-center-stuart-fl.html?srsltid=AfmBOoq7afVbpH-NS_BvFl6GQeVW_eAXcK2P3j-SheNK43zZ6K9lzj_T,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallacekiaofstuart.com
Revent's Kitchen Gallery | Austin Luxury Kitchen Remodel,,info@reventbuilds.com,https://reventbuilds.com/galleries-by-room/kitchen-gallery/,,Austin,TX,esh_scout,zai_search,2026-02-12,Low,No,Email: SMTP verified at reventbuilds.com
"Mobile Car Detailing in Stuart, FL | AIRLITE",,info@airliteautodetailing.com,https://airliteautodetailing.com/pages/mobile-car-detailing-stuart-fl?srsltid=AfmBOooDOSau7jZuC0fwGjILxAJR1EfceHn9FMf2Z4046FI5yF1_PVlm,,Stuart,FL,detailing,zai_search,2026-02-12,High,No,Email: generic guess (airliteautodetailing.com)
Stuart's Top Car Detailing | Get Your Price Instantly - Panda Hub,,info@pandahub.com,https://www.pandahub.com/car-detailing/stuart-fl,,Stuart,FL,detailing,zai_search,2026-02-12,High,No,Email: SMTP verified at pandahub.com
"14 Assisted Living Facilities in Martin County, FL (with Reviews)",,info@seniorhomes.com,https://www.seniorhomes.com/florida/martin-county/,,Stuart,FL,apartments,zai_search,2026-02-12,High,No,Email: generic guess (seniorhomes.com)
"4 Best Assisted Living Communities in Jensen Beach, Florida - Health",,,https://health.usnews.com/best-senior-living/assisted-living/florida/jensen-beach,,Stuart,FL,apartments,zai_search,2026-02-12,High,No,
"Treasure Coast - 2025 Pricing, Photos, Reviews in Port St. Lucie, FL",,info@assistedlivingcenter.com,https://www.assistedlivingcenter.com/facilities/fl/port-st-lucie/treasure-coast-alf-34953/,,Stuart,FL,apartments,zai_search,2026-02-12,High,No,Email: SMTP verified at assistedlivingcenter.com
Collision Body Shop | Wallace Auto Group In Stuart,,info@wallaceautogroup.com,https://www.wallaceautogroup.com/collision-repair-center.html?srsltid=AfmBOoopkpkqinu92MZiS7GvybQHwRcFggma3Pf6vgdk04yosF4yZyIA,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallaceautogroup.com
"Custom Auto Center in Stuart, FL, 34994 | Auto Body Shops",,admin@carwise.com,https://www.carwise.com/auto-body-shops/custom-auto-center-stuart-fl-34994/464668,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at carwise.com
"Mobile Car Detailing in Stuart, FL | AIRLITE",,info@airliteautodetailing.com,https://airliteautodetailing.com/pages/mobile-car-detailing-stuart-fl?srsltid=AfmBOorJYjr9t5zNCPGnuKY26w8nxtIN9XXsFQl0FoA9Jxjc6m74kzD0,,Stuart,FL,detailing,zai_search,2026-02-12,High,No,Email: generic guess (airliteautodetailing.com)
Car Detailing in Stuart FL | Mobile Car Detailing - National Detail Pros,,info@nationaldetailpros.com,https://nationaldetailpros.com/florida/stuart?srsltid=AfmBOoqmmFdEDGyKG9vD6D44J665y5DBX5dzTpBodkr6ww_pPMpPlqjV,,Stuart,FL,detailing,zai_search,2026-02-12,High,No,Email: generic guess (nationaldetailpros.com)
Stuart Industrial Space For Rent | Commercial Leasing | Crexi.com,,info@crexi.com,https://www.crexi.com/lease/properties/FL/Stuart/Industrial,,Stuart,FL,warehouse,zai_search,2026-02-12,High,No,Email: SMTP verified at crexi.com
"The 10 Best General Contractors in Charlotte, NC (2026) - HomeGuide",,info@homeguide.com,https://homeguide.com/nc/charlotte/general-contractors/,,Charlotte,NC,esh_scout,zai_search,2026-02-12,Low,No,Email: SMTP verified at homeguide.com
CONTACT US | mysite - Jensen Beach Club,,info@jensenbeachclub.com,https://www.jensenbeachclub.com/contact-us,,Jensen Beach,FL,property_mgmt,zai_search,2026-02-12,High,No,Email: generic guess (jensenbeachclub.com)
New & Used Cars For Sale | Wallace Auto Group | Stuart & Ft. Pierce,,info@wallaceautogroup.com,https://www.wallaceautogroup.com/?srsltid=AfmBOopcgLT97RiCYVXC_iXLF_5jtVlbu0Fjn-FZv297A07EHNaC-LOz,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallaceautogroup.com
"Wallace Chevrolet - Chevrolet Dealership In Stuart, FL",,info@wallacechevrolet.com,https://www.wallacechevrolet.com/?srsltid=AfmBOoqWuMwIkdqdA7nB_4Yag3UnchnyFXCyUVReooDQ_8l7Rv2NSrDq,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallacechevrolet.com
Collision Body Shop | Wallace Auto Group In Stuart,,info@wallaceautogroup.com,https://www.wallaceautogroup.com/collision-repair-center.html?srsltid=AfmBOorTNbpNXnI6f4jPLEitoSqqceDYoJMdnzFBLFeVX4LtSLVXnqWp,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallaceautogroup.com
"Kia Collision Body Shop In Stuart, FL - Wallace Kia",,info@wallacekiaofstuart.com,https://www.wallacekiaofstuart.com/wallace-collision-center-stuart-fl.html?srsltid=AfmBOoo1kuaDgePAIuxNb-13CdmYMVL_AM6FmAtn-AZgOnDKO9I-TFRm,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallacekiaofstuart.com
"Mobile Car Detailing in Stuart, FL | AIRLITE",,info@airliteautodetailing.com,https://airliteautodetailing.com/pages/mobile-car-detailing-stuart-fl?srsltid=AfmBOoozRZ12SE62n67flmg0_FFv5ZBsKM7NC9p12wjShIylVF4xTP8b,,Stuart,FL,detailing,zai_search,2026-02-12,High,No,Email: generic guess (airliteautodetailing.com)
New & Used Cars For Sale | Wallace Auto Group | Stuart & Ft. Pierce,,info@wallaceautogroup.com,https://www.wallaceautogroup.com/?srsltid=AfmBOoqyqkIrCbqCDxvwkKtKHB6zs4YmIcgvlRPIFH7JInxtS6tiSlWc,,Stuart,FL,auto,zai_search,2026-02-12,High,No,Email: SMTP verified at wallaceautogroup.com
"ReVision Design | Home Remodeling in Charlotte, NC",,info@revisioncharlotte.com,https://revisioncharlotte.com/,,Charlotte,NC,esh_scout,zai_search,2026-02-12,Low,No,Email: SMTP verified at revisioncharlotte.com
